Elevation,Slope,Aspect_deg,Distance_to_fault_km,Rainfall_mm,Snow_mm,Temperature_C,Wind_speed_kmh,Rock_Type,Soil_Type,Lithology,Fracture_Density,Vegetation,Land_Cover,Rock_size,Rock_volume,Energy_released,Rockfall_Event
191.7022549267169,57.009932696626635,147.99441693625437,1.7368448317769694,3.008728737222328,0.7138041931010838,7.397115905730131,13.213682445727315,Granite,Sand,Igneous,8.075132209566931,Sparse,Forest,1.9170753762381474,1.6923919855097984,1147.9601868145178,0
252.12112147976887,27.22301380509334,125.04359745318337,3.6902253478923743,21.723124564704275,0.1271487786399792,8.922173268811674,11.892630137949899,Sandstone,Clay,Metamorphic,4.154985460243807,Dense,Bare,1.3211027922742262,3.8607725046857304,46.45124235929285,0
362.37821581611894,42.717809222105174,323.94000444741806,2.0821841893119615,22.603875099891226,1.1661228163089605,15.684693051653152,6.141599708017216,Granite,Loam,Sedimentary,12.974938744733084,Sparse,Bare,0.233194820988683,2.9532359312635643,508.7820676807995,1
315.9725093210579,56.619531903521676,7.85642283917622,0.4349306815187972,3.52807011587779,2.4612012157104406,22.72753482691335,11.728474188213982,Granite,Clay,Sedimentary,17.423740927006357,Dense,Bare,0.5508425099371057,0.29435262631401043,466.0786264680815,1
245.61457009902097,21.357839143431953,238.96428702321208,3.9404232281721256,2.613566524312562,5.854409922781921,13.206034230238993,4.601392169910869,Shale,Clay,Metamorphic,14.966376022449817,Dense,Forest,1.1099773067380474,2.991294203223491,507.2136592200605,0
405.92644736118973,47.8968106898736,346.82199631687814,1.5002157905042597,5.298453101530028,3.298184811700967,13.348584294815133,20.345834148008404,Shale,Loam,Sedimentary,17.375144610731745,Moderate,Grassland,1.7819999193093639,0.1449522958281405,1075.862904137641,1
169.7469303260209,31.89396029490203,201.6605460462631,2.2205577100363874,2.751365446183705,1.7148937539501046,12.151803288469377,3.864177930840217,Granite,Clay,Igneous,10.731093420215988,Dense,Forest,2.6681293747495607,2.6187771263137516,1168.1011044981929,0
246.07232426760908,56.975847815061215,337.2560863319131,3.4586750277873177,11.159126098179419,9.180499721593044,11.256703304089738,10.825288374188512,Granite,Sand,Igneous,15.037524887383817,Sparse,Forest,2.4151195309640308,0.8814072033560021,1818.9060088018944,1
283.18092164684583,58.842329806614714,18.812836542968554,1.729035170028689,17.490717991613753,3.8108207714979248,17.06480018996175,5.74637047171651,Sandstone,Sand,Sedimentary,2.8012911871787294,Dense,Bare,1.749334282783757,2.800946725698353,778.2017875621763,0
328.03499210851794,57.770659564537354,150.7655948666981,0.3772697151189066,11.180768936885803,7.984868601336827,4.519196483749488,15.422527040164773,Sandstone,Sand,Igneous,6.96549230726383,Sparse,Bare,0.40683717014090937,1.273629288258795,1853.8920451148206,1
492.5879806965068,38.96856866629855,93.65680474633842,1.9322131303627867,17.392644465266,2.249711208607966,23.966577036667093,10.011411772310982,Shale,Sand,Igneous,7.790983289630448,Sparse,Bare,1.00053761310594,3.4983749164244813,1307.3891465184988,0
199.83689107917985,54.481706039572536,263.0955473930627,4.727798055202086,5.058250843418694,0.8988764346439029,10.342043913093775,8.887999682272739,Sandstone,Clay,Sedimentary,10.22591492492069,Dense,Grassland,1.2267842140982828,1.380809654536269,1826.1941878421057,0
357.1172192068058,53.78197594140281,353.26695257900883,3.2444985467629355,1.6997841263755953,0.16281956759559282,20.05332439806699,17.119209270309327,Sandstone,Sand,Metamorphic,18.581527205136474,Moderate,Grassland,1.940808118570759,2.4977986288469727,1668.6094823432963,1
396.2072844310212,32.76401892973023,92.3508224799292,3.390247828469314,13.392235690718925,3.8848106925067025,6.110009818242869,12.176583550065313,Shale,Loam,Sedimentary,17.485931204443485,Dense,Forest,0.3817861443435551,1.1794138606332538,1378.289062381298,1
123.22520635999886,53.1566189660271,235.5028565306668,3.1981825528244356,4.470287918955937,0.3879454450526558,19.681880913823527,15.099866675615804,Sandstone,Sand,Sedimentary,2.6905098457836907,Dense,Grassland,1.6845419526013252,3.673025103311604,718.6507400427292,0
403.7724259507192,21.480305388619705,71.31514779350644,1.0750614809012404,11.125210442012357,1.0819418767127307,19.703612254701483,6.112044380895211,Granite,Loam,Sedimentary,3.455793037649264,Moderate,Bare,2.72410081320518,3.1349341250612808,489.8097908935848,0
185.26206184364577,43.85079513928212,203.51889164577958,2.149835934101173,3.155932464334956,2.2808811091925816,17.689414504041274,3.571098336434959,Sandstone,Loam,Sedimentary,7.152810991778226,Sparse,Grassland,2.175211547952728,1.0110463615611824,452.5589566689441,0
132.52579649263976,29.20035349150812,167.01569520780103,3.77960501198026,0.8471906250393826,2.4932069068525675,8.039000347401455,12.643247772240802,Shale,Sand,Metamorphic,5.814877317813478,Dense,Grassland,2.431815058375718,3.7977470146067054,1904.8259365379997,0
574.4427686266666,24.822675431091152,349.92191866735334,0.5967271980104799,49.03818230567541,2.753249364741749,16.74683732718654,10.086921867031613,Granite,Sand,Metamorphic,12.295419063125246,Moderate,Grassland,2.1086918154054057,1.4607724788261016,1917.5619478274227,1
582.8160165372797,23.078128065168364,219.06981817072796,1.4614786028395903,1.6984156636460161,0.5454842249873086,6.718606706859276,15.758608034723665,Sandstone,Clay,Igneous,18.0555209552909,Moderate,Grassland,0.7784495140832581,2.6248665432853904,1452.4144333133747,0
504.19867405823055,47.85155103512559,125.82229395125476,1.453963631482683,44.585616450187786,1.432837050002287,13.230657214326703,11.520549284024701,Granite,Loam,Igneous,19.245830833451734,Sparse,Bare,0.5093546961848522,2.9842702629018656,1768.7540083121899,1
252.30688458668536,33.59499855072265,41.07448255965601,2.2168927452130798,37.84506717107504,2.880682616521109,22.205891706687282,13.23045203540778,Granite,Sand,Sedimentary,13.07205905070453,Moderate,Bare,2.5225738844137453,0.14046353778640364,1838.8023645273304,1
148.83605700319194,48.99067086115046,54.44885834457644,4.903806830616706,15.789965090618763,10.50161461958539,20.576913489495194,2.259704820352539,Sandstone,Clay,Igneous,16.763184028021733,Sparse,Forest,2.1474124208434793,3.8379210173211225,1027.9968310734312,1
442.11651325607846,22.614253631957695,81.11409478244464,0.4307624787507275,10.771139295910263,3.901794059929589,15.106280597783032,23.33062163768554,Sandstone,Sand,Metamorphic,10.504044004615942,Dense,Forest,1.810172364685831,1.4105431590450914,1261.8287843440926,0
320.0762468698007,32.61161351322441,90.34799808250727,2.6416348724649157,8.622928425493258,7.676451122490677,8.176353968540106,11.014548089807809,Shale,Sand,Igneous,4.166538937200794,Moderate,Forest,0.7299920219110887,0.7996266290533358,843.321450861227,0
161.0191174223894,41.57965169501349,306.2217808228096,0.9788869418598313,20.106735676349174,4.309128011425054,19.519113985219356,16.185521822035195,Shale,Sand,Igneous,10.493768241869548,Dense,Grassland,1.8893659028729095,3.4102957773275673,842.7966209276735,0
347.5884550556351,51.628926593558546,202.04020378170898,4.856315072507746,3.417012141942121,2.687383924152206,15.135668663886177,6.983449978682241,Granite,Loam,Igneous,11.101652028753023,Moderate,Grassland,0.2877009986220474,2.8264521671524867,86.47354810278308,0
117.1942605576092,32.7501001172828,188.42072809477193,0.6551871731645746,6.305127444514089,0.6396664292332281,-1.2422091876129642,13.848059413304046,Shale,Sand,Sedimentary,14.849151284271132,Moderate,Bare,0.5327495763030864,0.3926359268622427,873.304706364763,0
554.660201039391,45.03565505748036,41.31679387291829,2.0776449115717974,9.659799696762551,3.296007737903055,20.478408784215627,4.182931418851528,Granite,Clay,Igneous,4.397659794146982,Dense,Forest,1.0732924194523887,0.5123260964382397,1350.244724911235,0
229.38999080000846,55.43910992944748,309.6502896057966,3.7156364256895706,5.296525362049009,2.929552214891076,14.830370162912155,14.712407029558026,Granite,Sand,Metamorphic,7.3662076417346345,Moderate,Bare,1.44246717675126,2.8750078890819135,849.7445105520766,0
431.261142176991,44.63452752729218,260.2131491550541,3.5523166973344824,5.577188828559611,2.7674483678915736,23.417158735881507,9.864155493685004,Shale,Sand,Metamorphic,7.2805493842913265,Dense,Forest,0.5375805883016009,0.3453938610383817,1746.0952569851434,0
255.85553804470547,29.31837899014535,24.360610284000572,2.171370320780268,4.009025337516593,2.0187743240801863,7.333106368100367,12.175143023613405,Shale,Clay,Metamorphic,19.188791914823298,Dense,Forest,0.5358325148011003,3.6728429687400572,671.8002752899662,0
360.0340105889054,20.97603126226152,254.82063500271673,1.7979684229683195,8.306448666735943,2.256505116106087,-7.2369266923720055,16.187844180780587,Shale,Clay,Metamorphic,8.878899206534378,Sparse,Forest,2.2325022496341793,2.9790835409431513,274.03727265609047,0
373.35513967163985,54.803954956037195,195.67375824335258,2.048300654909066,19.009575256026636,1.2213908532665467,16.953587008416296,4.6047581326783185,Sandstone,Loam,Igneous,15.10187934596293,Dense,Grassland,1.7952143382937595,1.3751942135696058,1625.0017945508282,1
192.42722776276352,20.850776434015486,29.421124468840173,1.3949536894773327,2.250558511023859,2.1976149267871956,17.04094573677381,7.893049616323218,Granite,Loam,Sedimentary,15.016227627488782,Sparse,Forest,1.694477546177462,1.483608177940086,1351.1563574738982,0
584.7923138822794,54.98806690736798,164.98823095031634,1.1061313996633193,27.24683349435251,0.6602792724045017,3.1652986067548365,14.743945686520593,Granite,Loam,Metamorphic,5.310883696064828,Dense,Forest,1.4668165863291398,2.0506595800062004,491.22076981795783,1
487.5664116805573,41.157485361088476,174.4906633668169,2.4668945180385613,11.682442513782402,4.906951398065129,8.150503178933755,24.58932884728048,Granite,Loam,Metamorphic,11.437393787434642,Moderate,Grassland,2.934320697764779,1.475829183911734,1077.5379995240437,1
569.7494707820945,57.56270794051585,59.67883445877927,1.415815404731276,17.331503134101563,0.6165628172616673,34.28652420603931,11.17150599203111,Shale,Clay,Sedimentary,17.886057866372962,Dense,Forest,0.33944079210425493,3.144700778181347,809.6861538016469,1
547.4136752138245,51.951329430946615,340.45133292010166,1.5085621579965258,8.123602967116906,0.26638311820318894,12.860725700923377,15.546816707543595,Shale,Sand,Sedimentary,9.50395438913899,Moderate,Grassland,0.7057560932524167,3.900210929201382,1878.330955106959,0
398.94998940554257,59.9173644213335,305.9911337330383,3.31810471102533,15.119333303837031,1.7194120187990458,20.11671283463351,11.35817118084912,Shale,Sand,Metamorphic,18.90235014685092,Sparse,Grassland,2.0130217207234646,2.3588599859808626,1218.5908609320518,1
560.9371175115584,34.028472618068406,240.848041438479,4.845832925329471,0.16333058503340642,3.2215316764136617,10.445381208421313,23.653473568537798,Shale,Sand,Metamorphic,4.289164586483231,Moderate,Bare,0.5818238307834758,1.8118474442867394,325.19462976211327,0
144.24625102595974,50.68753155724508,166.42640196021858,3.057822282740938,17.058410255599657,1.7272490572902204,0.36787970802790326,1.5166699982084673,Shale,Loam,Sedimentary,1.4831821154806146,Dense,Grassland,1.8502666264256864,0.929957854059458,1009.2754207476005,0
197.9914312095726,36.07723654436968,148.23559497042305,0.4771993886183348,0.40966649862924864,0.9720181445264298,13.808192272428661,12.567726268016148,Sandstone,Clay,Metamorphic,17.829077462894986,Moderate,Grassland,1.7897314313470238,2.631062006028811,1726.488096722463,0
122.61364445526903,39.195024812156355,234.3504481743435,0.4703597078849282,22.06487735485061,2.450498297375565,13.140768077997263,2.2467357986276344,Shale,Clay,Metamorphic,16.953623959244332,Sparse,Grassland,2.9188145141909976,2.7580286041708186,1346.2783733645986,1
262.66516538163216,45.1002185287348,196.35547298648598,4.761973782143273,48.23667950531431,1.2785451784419704,12.2008523293214,-3.0394294232203,Granite,Clay,Igneous,19.851797518676896,Moderate,Forest,2.6734821637372628,2.7565028977067367,1686.479631436326,1
294.338644844741,54.94708456745355,22.418318117478822,1.556724872505935,3.4823560154579845,8.10326949799562,14.197514151455254,13.7847723187069,Shale,Sand,Sedimentary,13.587869762248522,Moderate,Bare,2.8475493625488673,0.15659089168054469,508.29463459262416,1
235.67451588694794,59.363338767971804,184.5009535573194,0.5511282318041296,2.36125650647291,7.678055602577121,16.849877901519456,12.836986776884753,Granite,Loam,Igneous,18.73375853334299,Dense,Forest,0.5180866345271429,3.60153229760886,1777.8192403246082,1
514.3687545759647,50.73093655458073,290.30530220382224,3.0353184770368697,14.497171906671586,2.09370632181545,13.949181341223355,10.290978373546793,Shale,Clay,Igneous,16.538980501682218,Dense,Grassland,2.6308156243117287,1.3855209255452479,1513.6665503301024,0
278.37666334679466,36.710671286693355,165.3263559349049,3.1558790136223043,2.9172535674715716,1.1919729762253717,6.151956824368455,11.362835459761481,Shale,Loam,Sedimentary,16.888526662401738,Moderate,Grassland,0.5614538528392568,2.9894547618023557,1460.5383733217766,0
240.46725484369037,36.854280091082806,18.70436791953663,3.2776736185815722,20.066550029425972,4.008314546132487,18.40329354093357,30.589796604427544,Granite,Clay,Igneous,11.382831409085366,Sparse,Bare,1.9722100999231689,3.0512372830462633,699.6167288294135,1
371.34804157912424,49.50329206355566,283.0601517782519,1.4102699365019526,1.0852394977398256,0.11221147774607182,1.3543977127430367,10.450949171811393,Granite,Loam,Metamorphic,7.6472919583342165,Moderate,Bare,2.2162188498984063,2.6196921663083463,1776.439546883451,0
170.46211248738132,29.55108583073209,72.49096156895078,0.17404235265092768,1.3462364191664373,1.9317513740063454,0.6474977990105977,15.060746167500449,Granite,Clay,Igneous,18.691161450865636,Sparse,Grassland,0.6503897948180004,1.609722766419954,1279.578961012501,0
501.09849037701986,24.418964525255788,93.10350055969396,4.8285753103269125,38.704759186803564,1.2298808631352522,20.174263462910975,8.103811082316714,Granite,Loam,Sedimentary,8.64234351231789,Sparse,Grassland,1.971446252602711,2.4531176564252757,1705.160558956977,0
137.2753218398854,34.18488630563106,59.29428723562652,1.3293759238864025,11.203638425948373,7.59734923249348,18.549141904947497,13.771395450243618,Sandstone,Clay,Metamorphic,10.776387344993381,Sparse,Forest,0.3468893801535834,0.2087848304686124,728.3331974126809,0
593.4434683002587,31.48955966616327,118.87742335373912,3.412528811457483,18.765805338753758,0.03622693584042025,14.598232444481749,10.570597949666295,Granite,Clay,Metamorphic,8.922286142503754,Moderate,Grassland,1.0211450400799245,3.0594883791422296,299.84766121806945,0
486.1223846483287,31.8523248182396,272.4305420479086,3.5624863624056773,3.920495662842343,2.414347865469596,5.231860466714496,9.53688910362162,Shale,Loam,Metamorphic,11.296366279203943,Sparse,Forest,2.7792437830155268,0.44337516089693874,671.3509886384414,0
199.3578407670862,29.344310041996398,186.97890942141746,3.08903634368948,11.285059329816718,4.048887436025902,10.044623415281473,22.91339119320195,Shale,Loam,Metamorphic,9.410101579846543,Moderate,Bare,0.6808472561252337,1.6171661569084268,915.9760512766132,0
102.7610585618012,21.683727585454477,73.75725869425652,1.6332462316468765,9.019979306056843,1.9908699184785568,13.160772766194471,19.063109779106036,Sandstone,Sand,Igneous,0.9593511715895175,Sparse,Forest,0.382755978860917,0.45929421127661796,1071.48067653953,1
507.7307142274171,20.714957389336554,316.0188281347347,1.4283716434439224,9.24197206136358,0.26781534259580614,3.8287422199812067,12.820479884395384,Granite,Loam,Igneous,17.640963720153973,Sparse,Grassland,1.4422989590352862,3.356444060985423,1026.5103392659596,0
453.42867192380857,59.50889558944126,316.6494677825505,3.0285745852432457,11.473797006401977,10.776498780027769,9.82679939383737,-1.8252716156638016,Shale,Clay,Metamorphic,8.887876378315395,Moderate,Forest,2.5817309838763602,2.2236944540720387,1096.6486389487632,1
464.50358402049363,37.110925349434496,313.40823301656246,4.343868604697288,8.565115806121819,2.189498421074548,19.56631236723676,9.833944660484581,Sandstone,Clay,Sedimentary,11.778872970146974,Dense,Forest,0.4146826695112119,2.7792727246686257,1684.9944727936654,0
485.63517334297285,35.373065886387266,85.96663609735414,4.738995271724638,5.604753034927771,2.8572015725784503,24.991137550024515,28.218165386430503,Shale,Loam,Metamorphic,2.7837560551597407,Dense,Bare,1.1954990226451438,2.7461995708783213,348.5014799144581,0
137.0223258670452,47.1858913077228,162.44616390515571,0.6189384415784124,3.228571165790651,0.809957860223878,12.063956731390146,10.616030000161752,Sandstone,Sand,Igneous,0.06775695965278272,Moderate,Forest,2.7193695367661133,3.3743446150510925,638.942077386053,1
279.23286427213634,28.730155514602565,354.596276210715,0.8586602017288273,14.635267886230007,1.9820288489654154,20.29541848021269,18.619305432321948,Sandstone,Loam,Metamorphic,4.905801872872859,Moderate,Grassland,0.5308355398444721,0.573649143213282,1778.3308959665483,0
157.93452976256486,57.99844735800902,277.9244914715965,4.72920766803709,2.565354440990672,1.6818837326584846,1.6015795058877291,20.651654411715604,Granite,Clay,Igneous,14.091720642667005,Dense,Forest,1.0698718165534504,2.6559261545992925,1125.3118270710772,1
531.5517129377968,51.453800576622086,9.780271641201534,3.709022618840484,11.788065028200192,0.23354683370364682,19.61615868779528,13.313783495135851,Sandstone,Clay,Metamorphic,1.983890602257572,Dense,Forest,2.379577712299971,2.3217795148944465,1170.9458420354485,0
411.64906341377895,23.57644009249038,23.47365285377714,4.426669741665888,2.657024996236536,0.3366866588426644,9.372361096907632,6.9490702087910865,Shale,Sand,Sedimentary,18.17774880772936,Dense,Forest,1.720990763988652,0.17204363415669577,961.344463781765,0
265.4490124263246,36.70323103139714,167.0152956524398,1.0928999072631815,9.817100940501913,5.450724544414575,17.15141931695579,-2.6118739906973296,Shale,Loam,Metamorphic,4.300451387123692,Moderate,Grassland,2.5305327937740327,0.8456204898500702,1102.4595236224168,0
131.77917514301183,55.164732302486584,327.31927411016164,2.9791707684360693,13.746751943563506,0.8225999063039637,13.265733072322035,16.104979251653727,Granite,Clay,Sedimentary,4.091872285835516,Sparse,Forest,0.5124671005366355,1.1069075884439723,404.1786638146014,0
255.4911608578311,57.78928089165641,193.93264726297713,3.535584012645621,2.4681385680010894,0.650583498778147,24.242898068486838,7.111463983058711,Granite,Clay,Sedimentary,3.6301592324299103,Moderate,Grassland,2.777551679863224,0.3365976829452063,1098.2651298420753,0
262.5916610133735,38.69606044999479,179.21250289234447,3.4325482386901665,0.6181508730450815,2.109055938145048,8.878950461620573,13.056902711326153,Sandstone,Clay,Metamorphic,0.2796342594272949,Dense,Forest,2.8177530246425846,1.4511432333002658,1994.3745245431223,0
464.80308916903203,44.53645556842831,37.97053198438701,2.099943285246821,1.4038193897663729,4.3927304932430395,19.393244082932817,4.501077962463816,Granite,Loam,Sedimentary,15.436109369564692,Sparse,Bare,0.6348764564107777,0.157449909426129,1136.4346701191266,0
418.77873567760656,26.68135784368301,236.44083770074585,0.17543496928741154,9.31396672432166,0.19184494548292935,13.043447756924266,10.408574757178787,Shale,Loam,Sedimentary,17.50069062490517,Moderate,Bare,0.2948513003389001,2.235074794418032,98.36090655600037,0
543.6063712881632,59.646745045479065,295.9571378160812,2.9563376783408897,18.93436153371088,2.5797873369424007,13.891861653932354,12.20231432940632,Shale,Sand,Igneous,12.283254052323977,Dense,Bare,2.971555869475593,0.8854287942901599,1594.9069322578127,1
336.10746258097464,29.266868055337735,136.95120270272244,1.3401975419800831,0.46040609957652556,0.380809649189936,13.713022747885532,13.611561486265787,Granite,Clay,Igneous,3.763999633597246,Moderate,Grassland,1.5503044584467882,1.1836622667613346,798.9861031595414,0
159.79712296915085,57.709270965405025,279.2202663331179,2.3062458061001627,13.248277749529013,0.11142710180925408,9.08028826854121,5.311066875885515,Granite,Clay,Sedimentary,5.705559938817595,Sparse,Grassland,1.8018111312992076,3.646362923376572,315.8155355181081,0
456.6223936114975,45.985865959694735,347.21159540429215,4.792146973910705,4.175153909322173,0.16255753343087886,14.901307238653299,19.181465692568114,Granite,Sand,Metamorphic,9.518533947299266,Dense,Grassland,1.9245332542664135,2.0361265540379256,1726.4144143911158,1
480.39252430844874,44.309471795154366,73.35592528596807,2.05527305644793,6.511004066337759,5.3902697498454355,14.56146244514725,8.418631291608172,Sandstone,Clay,Sedimentary,19.086919032466017,Moderate,Forest,2.4110716957854077,1.1126050284154427,403.9667785145855,1
380.6385987847481,40.50754044066034,188.39866723010687,4.215027872655691,26.430991847557532,0.37659607728412026,16.688681738847105,1.9531832372805287,Sandstone,Sand,Metamorphic,4.9470274363548565,Sparse,Grassland,2.47356631332857,2.4139239450798615,1842.3271058184812,0
485.4835899772805,29.226792468710347,103.3696649104472,1.0238489681713308,4.034244487742304,0.13860734349043372,15.591536019850038,11.345859480219218,Shale,Sand,Igneous,14.632918078397761,Sparse,Grassland,0.7429906280953669,0.8466021677266078,889.1750159807849,0
346.8977981821954,27.06112128022033,285.42759085218216,3.3950564403226418,6.261185135472468,1.7282259245895903,20.585961847285652,12.20625185415876,Sandstone,Clay,Metamorphic,8.788964465858406,Moderate,Grassland,0.8625828737738743,0.34386295876853024,1488.153761151903,0
361.36641469099703,28.819448362807016,207.9336117172167,4.887334076750823,0.13776881677615843,5.573572278247978,21.46456031233158,12.963536599030558,Sandstone,Loam,Sedimentary,5.956946967200436,Sparse,Grassland,2.655132481049842,0.13258009988106123,1098.5217421736559,0
313.7705091792748,27.45753048577018,228.44967031810936,0.5992761942773903,0.8512085969485157,0.9130948896479427,7.645636747205392,20.172794422110478,Sandstone,Loam,Sedimentary,9.118318740442275,Dense,Bare,2.494649293301642,3.8085397292362124,520.6873397913034,0
112.7095633720476,51.18337894267013,287.2490974617219,0.14076771691324086,2.992036464560498,1.6430529970836611,21.0814075041354,10.581306979584843,Sandstone,Loam,Sedimentary,1.4241343508246507,Sparse,Forest,1.9293342683510748,2.912212755365309,1345.4694472468784,0
153.94571349665222,34.005010366669204,142.54937015848375,2.2245556838998106,0.2824747045872233,0.12222390758954664,6.6956450102310185,11.282282253787372,Shale,Loam,Sedimentary,15.97374741860725,Moderate,Bare,2.985157645549579,3.2097951857549103,1916.2459762713943,0
115.71459284336713,22.313707062535855,329.4324246265356,0.5538648669516993,9.979762963455647,1.7884889216254156,19.114991216964146,5.38089371260144,Granite,Clay,Sedimentary,4.8660385596593425,Dense,Forest,2.2585150419437063,3.924625026306386,1541.5775639149108,0
418.2052056318902,58.764105205632454,191.8903922086104,3.767083313413534,5.558201249895719,2.5855005434611273,19.338171492920083,16.923321017327382,Shale,Sand,Metamorphic,14.508242463859409,Sparse,Forest,0.8043429507646969,3.729933378483086,1211.9958131846047,1
257.17799053816333,55.35143539853703,56.863736220725286,4.5812884528579385,7.943943957336257,2.538245176801948,1.6207817583624724,13.105854384468621,Sandstone,Sand,Sedimentary,1.3669674289638944,Sparse,Bare,2.570603380131499,2.9608071346181877,1981.3499354490548,0
354.2853455823514,57.11009132780852,250.52368254076887,2.2267027662729184,1.919443306061396,1.2123182108403503,15.650854725705868,9.479833636235025,Granite,Clay,Igneous,19.10197112331372,Dense,Grassland,1.3612513818363918,2.7912489257863116,538.0000680119426,1
553.7832369630465,59.79631290585741,285.5740861577716,1.3676870465616608,3.508803783889429,1.1373453292066258,11.72052720647779,0.5719518392072178,Granite,Loam,Sedimentary,3.8602997081139723,Dense,Bare,0.3012274495156097,1.380557487894738,134.0595609398003,0
224.6461145744375,26.95580996877949,114.03420374430961,2.228576263132388,10.90121859148712,0.3382419226463922,9.688643194452375,20.666473170330526,Granite,Sand,Metamorphic,17.65484152414161,Sparse,Forest,1.0999795778726777,0.4608681445906534,73.94042357070285,0
305.1914615178149,35.84968075610635,308.5845325195511,3.6448943074650053,33.610940858995065,1.370898896427871,24.45596631489304,4.633920213263657,Shale,Clay,Sedimentary,16.18946419230869,Dense,Forest,2.337943455366279,2.316204066051925,1424.2688803220087,1
477.7755692715243,50.32953902816365,326.2115717156759,0.1443653917438178,0.5173209970347977,0.3143975825944762,10.424246015538067,8.452331943781767,Granite,Clay,Sedimentary,19.35719848162832,Moderate,Grassland,2.888577380122125,2.3262005155999392,1662.1624058209995,1
214.39908274581123,47.84082472215169,99.68561545601122,2.9883245484750165,22.107748568101183,4.364952553318108,9.355361496173652,14.15006706645602,Shale,Loam,Metamorphic,9.557813218914992,Sparse,Bare,0.9731819656489427,3.8113372773921887,1273.850069594208,1
